pair_id,investigator_id,investigator_name,investigator_paradigm,investigator_family,evidence_top3,opportunity_id,notice_number,notice_title,designation,notice_family,purpose_excerpt,stratum,synthetic,tier_a,reason_a,axis_reason_a,tier_b,reason_b,axis_reason_b,tier_adj,reason_adj,axis_reason_adj,notes
g187,fe574dcb-1fe3-4dc1-8d6a-f0595235ed26,Kristen E Mengwasser,Molecular / cellular mechanistic,discovery,Genetic Screens Reveal FEN1 and APEX2 as BRCA2 Synthetic Lethal Targets. | Genetic analysis of cancer drivers reveals cohesin and CTCF as suppressors of PD-L1. | Functional genomics reveals that tumors with activating phosphoinositide 3-kinase mutations are dependent on accelerated protein turnover.,0dbcafad-9fdd-453c-a227-4d4875899e81,PAR-25-044,Mechanisms that Impact Cancer Risk after Bariatric Surgery (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"Through this Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) invites applications for support of investigator-initiated studies addressing mechanisms by which bariatric surgery impacts cancer risk, and seeks to draw in talented scientists who study bariatric surgery to investigate its effects on cancer, rather than shorter-term outcomes such as weight loss and diabetes. The goal of this NOFO is to support proof of concept studies for feasibility and exploratory development. Feasibility must not have already been developed in the literature or with preliminary data.…",dropped,,,,,,,,,,,
g188,837c9251-1ccf-46c0-8613-05560c11384c,Rongze O Lu,Translational,translational,Assessment of cytoplasmic dsDNA for cellular immunogenicity. | Tumor-intrinsic chromatin programs enforce immune evasion in glioblastoma. | Protein phosphatase 2A regulates senescence and immunogenicity in medulloblastoma models.,24454a71-103c-45bf-9c12-190c7254ac17,PAR-25-337,Academic-Industrial Partnerships for Translation of Technologies for Diagnosis and Treatment (R01 - Clinical Trial Optional),Clinical Trial Optional,translational,"The purpose of this Notice of Funding Opportunity (NOFO) Announcement is to stimulate efforts to translate scientific discoveries and engineering developments into methods or tools that address problems in basic research to understand disease, or in applied research to assess risk, detect, prevent, diagnose, treat, and/or manage disease. The rationale is to deliver new capabilities to meet evolving requirements for technologies and methods relevant to the advance of research and delivery of care in pre-clinical, clinical and non-clinical settings, domestic or foreign, for conditions and…",dropped,,,,,,,,,,,
g189,a598f94b-e8f7-4bfd-ac98-5dda11b3731b,James C Lee,Translational,translational,"The Liver-Immunity Nexus and Cancer Immunotherapy. | Tissue-specific Tregs in cancer metastasis: opportunities for precision immunotherapy. | Phase II trial of pembrolizumab, ipilimumab, and aspirin in melanoma: clinical outcomes and translational predictors of response.",e2b051ae-9fad-40a9-85db-37e1e46c2ebb,PAR-25-184,Early Stage Testing of Pharmacologic or Neuromodulatory Device-based Interventions for the Treatment of Mental Disorders (R61/R33 Clinical Trial Required),Clinical Trial Required,translational,"NIMH solicits clinical trial applications through a series of notice of funding opportunities (NOFOs) that cover the intervention development pipeline, from first-in-human, early testing of new interventions, confirmatory efficacy trials, through to effectiveness trials. The purpose of this NOFO is to support the early stage testing of pharmacologic interventions with novel mechanisms of action or neuromodulatory device-based interventions for the treatment of symptoms or domains of altered functions in individuals with mental illness (e.g., schizophrenia, depression, autism, obsessive…",dropped,,,,,,,,,,,
g190,1d7d0c3a-5a33-4064-aeaf-c170e530f56d,Chris S Hsiung,Molecular / cellular mechanistic,discovery,Engineered CRISPR-Cas12a for higher-order combinatorial chromatin perturbations. | High-throughput engineering of combinatorial chromatin signals and epigenetic cellular memory (1K01HG012789-01A1 · FY2023 · K01) | A hyperactive transcriptional state marks genome reactivation at the mitosis-G1 transition.,45031d63-28a3-40da-8a70-ff5fb2a8ac9e,PAR-25-070,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"Through this notice of funding opportunity (NOFO), the National Cancer Institute (NCI) invites applications for investigator-initiated studies addressing mechanisms by which incretin mimetics, specifically glucagon-like peptide (GLP)-1 or dual GLP-1/glucose-dependent insulinotropic polypeptide (GIP)-1 receptor agonists (RAs), impact cancer risk. The focus on these agents is due to their reported effects on thyroid, prostate and other cancer risks, and the generally more favorable efficacy and side effect profile compared to other classes of incretin mimetics. In addition, this NOFO seeks to…",dropped,,,,,,,,,,,
g191,f24bda84-311d-4e99-8433-90f81f5de1d3,Oscar A Aguilar,Translational,translational,High-affinity CD16A polymorphism associated with reduced risk ofsevere COVID-19. | X chromosome enhances NK cell responses. | SYK negatively regulates ITAM-mediated human NK cell signaling and CD19-CAR NK cell efficacy.,480199bb-b422-4915-88a8-effb00dcad71,PAR-25-325,Integrating Biospecimen Science Approaches into Clinical Assay Development (U01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,translational,"Through this Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) intends to support extramural research to investigate and mitigate challenges in clinical assay development and subsequent analytical validation due to preanalytical variability in tumor tissue biopsies, blood biospecimens utilized as ""liquid biopsies"", or other biospecimens as described in this NOFO. Extramural research funded under this NOFO may include investigations of preanalytical variability associated with the procurement and study of small biopsies (core biopsies, small excision samples), blood…",dropped,,,,,,,,,,,
g192,139becf2-467a-478d-b373-71483f58ba30,Thomas Arnold,Molecular / cellular mechanistic,discovery,Structure-guiding tools to study the role of choline in the development of congenital hydrocephalus (1R01NS142590-01 · FY2025 · R01) | Targeting aVb8 integrin to restore astrocyte-microglia crosstalk to treat Alzheimer's disease (1R41AG092194-01A1 · FY2025 · R41) | Temporal and Spatial Gene Expression Dynamics in Neonatal HI Hippocampus with Focus on Arginase.,e054ef15-eb42-42c2-8a03-3fc7d47f4a72,RFA-DA-25-024,High Priority HIV and Substance Use Research (R01 Clinical Trial Optional),Clinical Trial Optional,discovery,"The purpose of this notice of funding opportunity (NOFO) is to support high priority research at the intersection of HIV and substance use. This NOFO invites research projects with the potential to open new areas of HIV/AIDS research and/or lead to new avenues for prevention, treatment and cure of HIV among people who use addictive substances. Applications submitted under this NOFO are required to have a detailed research plan, preliminary data, and a clear description of the nexus with substance use. This initiative is open to both individual researchers and research teams. It addresses…",dropped,,,,,,,,,,,
g193,d471d314-269b-4320-ae99-5b4b77116a04,Matija B Peterlin,Translational,translational,Reversible phosphorylation of cyclin T1 promotes assembly and stability of P-TEFb. | Bromodomain-containing protein 4-independent transcriptional activation by autoimmune regulator (AIRE) and NF-κB. | Nef is secreted in exosomes from Nef.GFP-expressing and HIV-1-infected human astrocytes.,d5bcabb3-50a2-4b26-9106-292e87213e92,PAR-26-040,"Advancing Bioinformatics, Translational Bioinformatics and Computational Biology Research (R01 Clinical Trial Optional)",Clinical Trial Optional,translational,"The National Library of Medicine (NLM) seeks applications for research projects that drive groundbreaking innovation and advanced development in the fields of bioinformatics, translational bioinformatics, and computational biology. The primary goal of this initiative is to support the creation and implementation of cutting-edge methods, tools, and approaches that can transform the landscape of biomedical data science. This NOFO aims to address the growing need to leverage transformative technologies — such as artificial intelligence (AI), machine learning, and large-scale computational…",dropped,,,,,,,,,,,
g194,d77cb556-2bce-4fa9-bd0e-d14fb2b32bd6,Paola A Betancur,Molecular / cellular mechanistic,discovery,"Enhancer Clusters Drive Type I Interferon-Induced TRAIL Overexpression in Cancer, and Its Intracellular Protein Accumulation Fails to Induce Apoptosis. | An InDel Genomic Variant within a Bifunctional Super-Enhancer for LINC00636 and CD47 Regulation in Breast Cancer. | UCSF Profiles narrative (prior — reliability 0.6, never counted as a source)",9ae38beb-d5bd-438a-8eec-c631023596aa,PA-25-093,Limited Competition: CCRP Initiative: Promoting a Basic Understanding of Chemical Threats to Skin (R34 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) intends to support fundamental research that will contribute to basic understanding of skin injuries caused by chemicals that have been identified as public health threats, with an emphasis on investigating the commonalities of such injuries and identifying potential shared signaling pathways and therapeutic targets for medical countermeasure development.",dropped,,,,,,,,,,,
g195,e77bca98-2a7d-4a3b-b863-bf908b6cb668,Jeannette L Tenthorey,Molecular / cellular mechanistic,discovery,"Indels allow antiviral proteins to evolve functional novelty inaccessible by missense mutations. | Defining HIV evolution at the innate immune interface (1DP2AI184621-01 · FY2024 · DP2) | UCSF Profiles narrative (prior — reliability 0.6, never counted as a source)",b0f166c7-b28c-41f7-8091-b644a5d9743e,PAR-25-265,Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R01 - Clinical Trial Optional),Clinical Trial Optional,discovery,"This NOFO encourages research relevant to the development of novel screening approaches and/or therapeutic interventions for conditions for which newborn screening has already been implemented, as well as for potentially fatal or disabling genetic conditions that could benefit in the near future from the early detection made possible by newborn screening. This research is especially critical given that accurate screening tests and demonstrable benefits of early intervention are often prerequisites for new conditions to be added to newborn screening panels.",dropped,,,,,,,,,,,
g196,3e8e5259-0601-4778-a1c8-c4cc64835c26,Arun Prakash,Animal-model research,preclinical,Gut microbiome-derived propionate reprograms alveolar macrophages metabolically and regulates lung injury responses in mice. | Gut Microbiota-Derived Lipopolysaccharides and Short-Chain Fatty Acids Regulate Immune Responses via FFAR2/FFAR3 in Lung Ischemia-Reperfusion Injury. | Dietary tryptophan mitigates lung ischemia-reperfusion injury in association with increased indole-3-propionate and aryl hydrocarbon receptor signaling.,6ff5b822-be0b-4ee7-9569-f2b0e12f37e4,PAR-25-158,Prevention and Intervention Approaches for Fetal Alcohol Spectrum Disorders (R61/R33 Clinical Trial Optional),Clinical Trial Optional,preclinical,"This Notice of Funding Opportunity (NOFO) focuses on prevention and intervention strategies for fetal alcohol spectrum disorders (FASD) throughout the lifespan. The intent of this NOFO is to support research that advances (1) prevention approaches to reduce prenatal alcohol exposure and the incidence of FASD and (2) interventions for FASD. These objectives will be accomplished with the Exploratory/Developmental Phased Award (R61/R33) mechanism, clinical trial optional. The R61 phase will support pilot studies or secondary data analysis for hypothesis development and feasibility, and research…",dropped,,,,,,,,,,,
g197,5e7587f9-1611-43f3-aa09-c229766c7802,Roarke A Kamber,Molecular / cellular mechanistic,discovery,The peroxisomal exportomer directly inhibits phosphoactivation of the pexophagy receptor Atg36 to suppress pexophagy in yeast. | Inter-cellular CRISPR screens reveal regulators of cancer cell phagocytosis. | Systematic Discovery and Characterization of Novel Cancer Anti-Phagocytic Mechanisms (1K99CA259218-01A1 · FY2022 · K99),18f69cf5-3dcf-459b-8a16-b8e0543b9ccd,PAR-25-353,National Cooperative Drug/Device Discovery/Development Groups (NCDDG) for the Treatment of Mental Disorders (U19 Clinical Trial Optional),Clinical Trial Optional,discovery,"The intent of this NOFO is to encourage applications from academic, biotechnology, biomedical device industry, or pharmaceutical industry investigators interested in participating with the National Institute of Mental Health (NIMH) in a National Cooperative Drug/Device Discovery/Development Group (NCDDG) program. The objectives of this program are: to advance the discovery, preclinical development, early-stage human studies, and/or proof of concept (PoC) testing of new, rationally based candidate agents or devices to treat mental disorders; and to develop novel ligands and novel brain…",dropped,,,,,,,,,,,
g198,8eab9559-2a9c-4d52-9102-b815234af1e0,Michael R Waterfield,Molecular / cellular mechanistic,discovery,"Runx3 instructs Aire(+) mTEC development, TSA gene expression, and central tolerance. | Thymic alveolar type 2 epithelial mimetic cells revealed by RUNX1 deficiency. | Foxp1 controls Fezf2-dependent gene expression, mimetic mTEC diversity, and thymic central tolerance.",81495a50-ca08-4953-862c-9bf375066434,RFA-CA-27-002,Advanced Development and Validation of Emerging Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"Through this Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) invites grant applications proposing exploratory research projects focused on further development and technical validation of emerging technologies offering novel capabilities for the molecular or cellular characterization of cancer or for improved handling and quality control of biospecimens used for basic, clinical, or epidemiological cancer research. This NOFO solicits R33 applications where major feasibility gaps for the technology or methodology have been overcome, as demonstrated with supportive…",dropped,,,,,,,,,,,
g199,b924126a-c516-494a-a2dc-20d1389a0a3f,Sagar P Bapat,Translational,translational,Immune Dysregulation in Obesity. | TAMing immunity through an unexpected source. | SARS-CoV-2 seroprevalence and neutralizing activity in donor and patient blood.,38d8ea13-e780-4d8e-beee-9e3dc4d9c2b3,PAR-24-311,Molecular Imaging of Inflammation in Cancer (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,translational,"Through this Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) invites research grant applications (R01) for the development and application of current and emerging molecular imaging methods to gain fundamental insights into cancer inflammation in vivo. The motivation for this initiative is the recognition that much of the current imaging research on inflammation in cancer relies heavily on in vitro and ex vivo methods. These approaches have limited potential to provide significant insights into the dynamic interactions between cancer and inflammation. Utilizing…",dropped,,,,,,,,,,,
g200,98a7327a-0c3e-475f-ba46-e863fc8bf41a,Angela M Phillips,Molecular / cellular mechanistic,discovery,Biophysical trade-offs in antibody evolution are resolved by conformation-mediated epistasis. | Hierarchical sequence-affinity landscapes shape the evolution of breadth in an anti-influenza receptor binding site antibody. | Biophysical constraints on antibody affinity maturation to SARS-CoV-2 (1R01AI189532-01A1 · FY2026 · R01),1e00fe3e-940e-4c22-922d-82093ea39e61,PAR-25-122,Pilot Projects Investigating Understudied Proteins Associated with Rare Diseases (R03 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,The purpose of this notice of funding opportunity (NOFO) is to solicit applications for pilot projects to elucidate a role for understudied proteins in rare disease. Awards will support generation of preliminary data and/or tools around eligible understudied protein(s). A list of eligible proteins is provided and are members of druggable protein families that have a known association with a rare disease. This NOFO is intended to jumpstart research on understudied proteins that are associated with rare diseases and provide applicants with sufficient funding to perform basic biochemical and/or…,dropped,,,,,,,,,,,
g201,04e59cf5-600a-462c-91bc-b2b97f122c3d,Kole T Roybal,Translational,translational,Synthetic Hybrid Receptors for Safer and Programmable T Cell Therapy. | Engineered receptors for soluble cellular communication and disease sensing. | Naturally occurring T cell mutations enhance engineered T cell therapies.,257a590e-b07f-49b0-8557-1a8b87214b78,PAR-24-325,Bioengineering Partnerships with Industry (U01 Clinical Trial Optional),Clinical Trial Optional,cross_cutting,"This Funding Opportunity Announcement (FOA) solicits applications from research partnerships formed by academic and industrial investigators to accelerate the development and adoption of promising bioengineering tools and technologies that can address important biomedical problems. The objectives are to establish these tools and technologies as robust, well-characterized solutions that fulfill an unmet need and are capable of enhancing our understanding of life science processes or the practice of medicine. Awards will focus on supporting multidisciplinary teams that apply an integrative,…",fit_v1,,,,,,,,,,,
g202,04e59cf5-600a-462c-91bc-b2b97f122c3d,Kole T Roybal,Translational,translational,Synthetic Hybrid Receptors for Safer and Programmable T Cell Therapy. | Engineered receptors for soluble cellular communication and disease sensing. | Naturally occurring T cell mutations enhance engineered T cell therapies.,a3937a18-3da4-4711-b98f-27c472443108,PAR-27-081,Discovery of in vivo Chemical Probes for the Nervous System (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"The purpose of this Notice of Funding Opportunity (NOFO) is to support investigators who have the interest and capability to join efforts for the discovery of in vivo chemical probes for novel brain targets. It is expected that applicants will have, in hand, the starting compounds (validated hits) for chemical optimization and bioassays for testing new analog compounds. Through this NOFO, NIH wishes to stimulate research in: - Discovery and development of novel, small molecules for their potential use in understanding biological processes relevant to the missions of National Institute of…",fit_v1,,,,,,,,,,,
g203,116cdac4-0f58-41ee-b753-b779b9b2784f,Satish K Pillai,Molecular / cellular mechanistic,discovery,microRNA-422a promotes HIV replication and innate immune evasion by targeting MECP2. | Modulation of Galectin-9 to Target HIV Persistence (1R01AI184421-01A1 · FY2024 · R01) | High-resolution Inference of Multiplexed Anti-HIV Gene Editing using Single-Cell Targeted DNA Sequencing.,fee49de7-e1f2-4c59-afce-4da5ec064ccb,PAS-27-028,"Science Track Award for Research Transition (START) Program (R03, Clinical Trial Optional)",Clinical Trial Optional,none,"The purpose of this notice of funding opportunity (NOFO) is to facilitate the entry of investigators into multiple high-priority areas of substance use research, including comorbidity with HIV. The Science Track Award for Research Transition (START) Program aims to provide investigators with the opportunity to gather preliminary data that will assist them in securing future research grants and advancing their scientific careers.",fit_v1,,,,,,,,,,,
g204,139becf2-467a-478d-b373-71483f58ba30,Thomas Arnold,Molecular / cellular mechanistic,discovery,Structure-guiding tools to study the role of choline in the development of congenital hydrocephalus (1R01NS142590-01 · FY2025 · R01) | Targeting aVb8 integrin to restore astrocyte-microglia crosstalk to treat Alzheimer's disease (1R41AG092194-01A1 · FY2025 · R41) | Temporal and Spatial Gene Expression Dynamics in Neonatal HI Hippocampus with Focus on Arginase.,a3937a18-3da4-4711-b98f-27c472443108,PAR-27-081,Discovery of in vivo Chemical Probes for the Nervous System (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"The purpose of this Notice of Funding Opportunity (NOFO) is to support investigators who have the interest and capability to join efforts for the discovery of in vivo chemical probes for novel brain targets. It is expected that applicants will have, in hand, the starting compounds (validated hits) for chemical optimization and bioassays for testing new analog compounds. Through this NOFO, NIH wishes to stimulate research in: - Discovery and development of novel, small molecules for their potential use in understanding biological processes relevant to the missions of National Institute of…",fit_v1,,,,,,,,,,,
g205,31c0e2c5-6af5-4861-8c7f-29e8ce493f7c,Jennifer M Puck,Clinical observational,clinical,Neurodevelopmental outcomes following hematopoietic cell transplantation for patients with severe combined immunodeficiency (SCID): A PIDTC study. | The diagnosis of severe combined immunodeficiency: Implementation of the PIDTC 2022 Definitions. | Outcomes following matched sibling donor transplantation for severe combined immunodeficiency: a report from the PIDTC.,70777dc9-214e-4084-b5f2-4b9b8a954466,PAR-25-266,Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R21 - Clinical Trial Optional),Clinical Trial Optional,none,"This NOFO encourages research relevant to the development of novel screening approaches and/or therapeutic interventions for conditions for which newborn screening has already been implemented, as well as for potentially fatal or disabling genetic conditions that could benefit in the near future from the early detection made possible by newborn screening. This research is especially critical given that accurate screening tests and demonstrable benefits of early intervention are often prerequisites for new conditions to be added to newborn screening panels.",fit_v1,,,,,,,,,,,
g206,377f678d-3669-4a2e-a74b-afae07cdf6f0,Michael T McManus,Molecular / cellular mechanistic,discovery,Multiplexed perturbation enables scalable pooled screens. | Scalable imaging-based profiling of CRISPR perturbations with protein barcodes. | iSTAR Tregs (1U01DK137140-01 · FY2023 · U01),fee49de7-e1f2-4c59-afce-4da5ec064ccb,PAS-27-028,"Science Track Award for Research Transition (START) Program (R03, Clinical Trial Optional)",Clinical Trial Optional,none,"The purpose of this notice of funding opportunity (NOFO) is to facilitate the entry of investigators into multiple high-priority areas of substance use research, including comorbidity with HIV. The Science Track Award for Research Transition (START) Program aims to provide investigators with the opportunity to gather preliminary data that will assist them in securing future research grants and advancing their scientific careers.",fit_v1,,,,,,,,,,,
g207,4b4f6e23-1fd5-40ab-b298-119be02747dd,Babak Javid,Molecular / cellular mechanistic,discovery,"Ribosomal RNA methylation by GidB modulates discrimination of mischarged tRNA. | Mechanical morphotype switching as an adaptive response in mycobacteria. | UCSF Profiles narrative (prior — reliability 0.6, never counted as a source)",fee49de7-e1f2-4c59-afce-4da5ec064ccb,PAS-27-028,"Science Track Award for Research Transition (START) Program (R03, Clinical Trial Optional)",Clinical Trial Optional,none,"The purpose of this notice of funding opportunity (NOFO) is to facilitate the entry of investigators into multiple high-priority areas of substance use research, including comorbidity with HIV. The Science Track Award for Research Transition (START) Program aims to provide investigators with the opportunity to gather preliminary data that will assist them in securing future research grants and advancing their scientific careers.",fit_v1,,,,,,,,,,,
g208,4b4fa146-0219-4ceb-919a-6afcfc00d64a,Ari B Molofsky,Animal-model research,preclinical,Type 2 lymphocytes restrict type 3 lymphocytes during liver fibrosis and colocalize in fibroblast niches. | Dynamic fibroblast-immune interactions shape recovery after brain injury. | Distinct early and late programs of fibroblast - immune crosstalk govern functional responses to brain injury (1R01AI180438-01A1 · FY2024 · R01),a3937a18-3da4-4711-b98f-27c472443108,PAR-27-081,Discovery of in vivo Chemical Probes for the Nervous System (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"The purpose of this Notice of Funding Opportunity (NOFO) is to support investigators who have the interest and capability to join efforts for the discovery of in vivo chemical probes for novel brain targets. It is expected that applicants will have, in hand, the starting compounds (validated hits) for chemical optimization and bioassays for testing new analog compounds. Through this NOFO, NIH wishes to stimulate research in: - Discovery and development of novel, small molecules for their potential use in understanding biological processes relevant to the missions of National Institute of…",fit_v1,,,,,,,,,,,
g209,783a319d-a2ee-42cd-ade4-4c495451953f,Nadia R Roan,Translational,translational,HIV-seq reveals gene expression differences between HIV-transcribing cells from viremic and suppressed people with HIV. | Multiomic analysis of ART-interruption cohorts identifies cell-extrinsic and -intrinsic mechanisms driving lymphocyte-mediated control of HIV rebound. | Persistent cytolytic CD8+ T cells recognize SARS-CoV-2 and herpesvirus epitopes in long COVID.,fee49de7-e1f2-4c59-afce-4da5ec064ccb,PAS-27-028,"Science Track Award for Research Transition (START) Program (R03, Clinical Trial Optional)",Clinical Trial Optional,none,"The purpose of this notice of funding opportunity (NOFO) is to facilitate the entry of investigators into multiple high-priority areas of substance use research, including comorbidity with HIV. The Science Track Award for Research Transition (START) Program aims to provide investigators with the opportunity to gather preliminary data that will assist them in securing future research grants and advancing their scientific careers.",fit_v1,,,,,,,,,,,
g210,7c97da80-0237-4a11-87ea-54dd8a892923,Alexander Marson,Molecular / cellular mechanistic,discovery,Integrated epigenetic and genetic programming of primary human T cells. | FOXP3 expression depends on cell-type-specific cis-regulatory elements and transcription factor circuitry. | Causal modelling of gene effects from regulators to programs to traits.,257a590e-b07f-49b0-8557-1a8b87214b78,PAR-24-325,Bioengineering Partnerships with Industry (U01 Clinical Trial Optional),Clinical Trial Optional,cross_cutting,"This Funding Opportunity Announcement (FOA) solicits applications from research partnerships formed by academic and industrial investigators to accelerate the development and adoption of promising bioengineering tools and technologies that can address important biomedical problems. The objectives are to establish these tools and technologies as robust, well-characterized solutions that fulfill an unmet need and are capable of enhancing our understanding of life science processes or the practice of medicine. Awards will focus on supporting multidisciplinary teams that apply an integrative,…",fit_v1,,,,,,,,,,,
g211,7c97da80-0237-4a11-87ea-54dd8a892923,Alexander Marson,Molecular / cellular mechanistic,discovery,Integrated epigenetic and genetic programming of primary human T cells. | FOXP3 expression depends on cell-type-specific cis-regulatory elements and transcription factor circuitry. | Causal modelling of gene effects from regulators to programs to traits.,a3937a18-3da4-4711-b98f-27c472443108,PAR-27-081,Discovery of in vivo Chemical Probes for the Nervous System (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"The purpose of this Notice of Funding Opportunity (NOFO) is to support investigators who have the interest and capability to join efforts for the discovery of in vivo chemical probes for novel brain targets. It is expected that applicants will have, in hand, the starting compounds (validated hits) for chemical optimization and bioassays for testing new analog compounds. Through this NOFO, NIH wishes to stimulate research in: - Discovery and development of novel, small molecules for their potential use in understanding biological processes relevant to the missions of National Institute of…",fit_v1,,,,,,,,,,,
g212,7c97da80-0237-4a11-87ea-54dd8a892923,Alexander Marson,Molecular / cellular mechanistic,discovery,Integrated epigenetic and genetic programming of primary human T cells. | FOXP3 expression depends on cell-type-specific cis-regulatory elements and transcription factor circuitry. | Causal modelling of gene effects from regulators to programs to traits.,fee49de7-e1f2-4c59-afce-4da5ec064ccb,PAS-27-028,"Science Track Award for Research Transition (START) Program (R03, Clinical Trial Optional)",Clinical Trial Optional,none,"The purpose of this notice of funding opportunity (NOFO) is to facilitate the entry of investigators into multiple high-priority areas of substance use research, including comorbidity with HIV. The Science Track Award for Research Transition (START) Program aims to provide investigators with the opportunity to gather preliminary data that will assist them in securing future research grants and advancing their scientific careers.",fit_v1,,,,,,,,,,,
g213,8dca35eb-d50f-4072-861a-2397f6eb379a,Averil Ma,Molecular / cellular mechanistic,discovery,Unrestrained MyD88 Signaling in A20-Deficient Keratinocytes Triggers T-Cell-Dependent Psoriatic Arthritis-Like Disease. | A New Mouse Model of Psoriatic Arthritis. | Base-editing a single missense mutation in A20 enhances CAR-T cell efficacy.,fee49de7-e1f2-4c59-afce-4da5ec064ccb,PAS-27-028,"Science Track Award for Research Transition (START) Program (R03, Clinical Trial Optional)",Clinical Trial Optional,none,"The purpose of this notice of funding opportunity (NOFO) is to facilitate the entry of investigators into multiple high-priority areas of substance use research, including comorbidity with HIV. The Science Track Award for Research Transition (START) Program aims to provide investigators with the opportunity to gather preliminary data that will assist them in securing future research grants and advancing their scientific careers.",fit_v1,,,,,,,,,,,
g214,913f41b1-7d30-4eaa-90a9-d64cf6639d5c,Robert L Raffai,Animal-model research,preclinical,M2 macrophage exosomes reverse heart failure post-myocardial infarction by suppressing type 1 interferon signaling in myeloid cells. | M2 Macrophage Exosomes Reverse Cardiac Functional Decline in Mice with Diet-Induced Myocardial Infarction by Suppressing Type 1 Interferon Signaling in Myeloid Cells. | ShEEP Request for Vevo 3100 Preclinical Imaging System for Rodent Models of Cardiovascular Disease & Abdominal Cancer Biology (1IS1BX005550-01 · FY2022 · IS1),45031d63-28a3-40da-8a70-ff5fb2a8ac9e,PAR-25-070,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"Through this notice of funding opportunity (NOFO), the National Cancer Institute (NCI) invites applications for investigator-initiated studies addressing mechanisms by which incretin mimetics, specifically glucagon-like peptide (GLP)-1 or dual GLP-1/glucose-dependent insulinotropic polypeptide (GIP)-1 receptor agonists (RAs), impact cancer risk. The focus on these agents is due to their reported effects on thyroid, prostate and other cancer risks, and the generally more favorable efficacy and side effect profile compared to other classes of incretin mimetics. In addition, this NOFO seeks to…",fit_v1,,,,,,,,,,,
g215,913f41b1-7d30-4eaa-90a9-d64cf6639d5c,Robert L Raffai,Animal-model research,preclinical,M2 macrophage exosomes reverse heart failure post-myocardial infarction by suppressing type 1 interferon signaling in myeloid cells. | M2 Macrophage Exosomes Reverse Cardiac Functional Decline in Mice with Diet-Induced Myocardial Infarction by Suppressing Type 1 Interferon Signaling in Myeloid Cells. | ShEEP Request for Vevo 3100 Preclinical Imaging System for Rodent Models of Cardiovascular Disease & Abdominal Cancer Biology (1IS1BX005550-01 · FY2022 · IS1),49640efe-2d80-4f97-8519-dd41989344d8,PAR-25-069,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R01 Clinical Trial Optional),Clinical Trial Optional,none,"Through this notice of funding opportunity (NOFO), the National Cancer Institute (NCI) invites applications for investigator-initiated studies addressing mechanisms by which incretin mimetics, specifically glucagon-like peptide (GLP)-1 or dual GLP-1/ glucose?dependent insulinotropic polypepide (GIP)-1 receptor agonists (RAs), impact cancer risk. The focus on these agents is due to their reported effects on thyroid, prostate and other cancer risks, and the generally more favorable efficacy and side effect profile compared to other classes of incretin mimetics. In addition, this NOFO seeks to…",fit_v1,,,,,,,,,,,
g216,958d9cac-b96b-4c4f-a90c-6a40943c421f,Melanie Ott,Molecular / cellular mechanistic,discovery,Organoid and Primary Culture Core (1P01AI195327-01 · FY2026 · P01) | Targeted small molecule recruitment to suppress the HIV transcriptionally active reservoir (1R01DA063159-01 · FY2025 · R01) | Regulation of virion production by the ORF8 signal peptide across SARS-CoV-2 variants.,fee49de7-e1f2-4c59-afce-4da5ec064ccb,PAS-27-028,"Science Track Award for Research Transition (START) Program (R03, Clinical Trial Optional)",Clinical Trial Optional,none,"The purpose of this notice of funding opportunity (NOFO) is to facilitate the entry of investigators into multiple high-priority areas of substance use research, including comorbidity with HIV. The Science Track Award for Research Transition (START) Program aims to provide investigators with the opportunity to gather preliminary data that will assist them in securing future research grants and advancing their scientific careers.",fit_v1,,,,,,,,,,,
